YEAR,NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,plusMinus
2020,JuJu Smith-Schuster,PIT,WR,6.1,3.1,5.8,15.72,97,128,75.78,831,9,4.4,4.1,0.3
2020,DeVante Parker,MIA,WR,4.8,1.7,10.3,25,63,103,61.17,793,4,3,2.2,0.7
2020,Russell Gage,ATL,WR,5.5,2.8,8.8,17.53,72,109,66.06,786,4,4.1,4.1,0
2020,Julio Jones,ATL,WR,6.2,2.7,11.7,14.58,51,68,75,771,3,4.7,3.3,1.4
2020,Marquise Brown,BAL,WR,7.5,3.3,13.7,39.3,58,100,58,769,8,4.8,3.9,1
2020,T.Y. Hilton,IND,WR,5.2,2.5,12.7,29.63,56,93,60.22,762,5,3.6,3.4,0.2
2020,Mike Williams,LAC,WR,5.5,2.1,15.1,27.24,48,85,56.47,756,5,3.4,2.7,0.8
2020,Darius Slayton,NYG,WR,5.4,2.3,14.1,34.44,50,96,52.08,751,3,3.2,2.9,0.3
2020,Brandon Aiyuk,SF,WR,5.5,2.8,9.7,24.62,60,96,62.5,748,5,4.9,4.1,0.8
2020,Tim Patrick,DEN,WR,5.7,2.6,12.5,19.5,51,79,64.56,742,6,5,3.9,1.1
2020,Jakobi Meyers,NE,WR,6.3,3.4,10.3,28.3,59,81,72.84,729,0,3.8,3.9,-0.1
2020,Emmanuel Sanders,NO,WR,6.6,3.1,9.4,23.5,61,82,74.39,726,5,2.9,3.3,-0.5
2020,T.J. Hockenson,DET,TE,5.7,3.3,7.2,14.55,67,101,66.34,723,6,5.1,5.3,-0.3
2020,D.J. Chark,JAX,WR,5.6,2.3,14.2,27.47,53,93,56.99,706,5,3.3,2.9,0.4
2020,Mike Gesicki,MIA,TE,5.9,2,11.1,22.27,53,85,62.35,703,6,3.8,3.3,0.4
2020,Mark Andrews,BAL,TE,5.6,2.6,10.4,26.22,58,88,65.91,701,7,3.4,3.3,0
2020,Jamison Crowder,NYJ,WR,6.1,3.2,7.6,16.54,59,89,66.29,699,6,5.6,4.3,1.3
2020,Marquez Valdes-Scantling,GB,WR,5.5,3.1,18,28.07,33,63,52.38,690,6,7.6,6.5,1.2
2020,Noah Fant,DEN,TE,6.2,3.5,6.9,12.76,62,93,66.67,673,3,6.1,4.9,1.3
2020,Logan Thomas,WAS,TE,5.8,2.9,7.3,22.24,72,110,65.45,670,6,4.1,3.4,0.7
2020,Kendrick Bourne,SF,WR,6.2,2.8,9.6,18.94,49,74,66.22,667,2,4.5,3.5,1.1
2020,Hunter Renfrow,LV,WR,6.6,3.5,6.8,12.13,56,77,72.73,656,2,6.5,5.7,0.8
2020,Sterling Shepard,NYG,WR,6.5,3,8.2,18.74,66,90,73.33,656,3,3.2,3.5,-0.3
2020,Evan Engram,NYG,TE,6.2,2.9,7.1,19.73,63,109,57.8,654,1,4.7,3.8,0.9
2020,Keelan Cole,JAX,WR,6.6,3.3,11.4,20.83,55,88,62.5,642,5,3.5,3.1,0.4
2020,George Kittle,SF,TE,5.7,3.9,6.9,11.57,48,63,76.19,634,2,6.6,4.4,2.3
2020,Darnell Mooney,CHI,WR,7.6,3.2,11.7,24.45,61,98,62.24,631,4,4.4,3.9,0.5
2020,Zach Pascal,IND,WR,5.8,2.9,10.9,19.5,44,71,61.97,629,5,5.6,4.7,0.9
2020,Rob Gronkowski,TB,TE,5,2.7,11.5,15.83,45,77,58.44,623,7,5.8,5,0.9
2020,Christian Kirk,AZ,WR,6.2,3.5,12,21.89,48,79,60.76,621,6,3.9,4.3,-0.4
2020,Josh Reynolds,LAR,WR,5.3,2.5,10.8,22.89,52,81,64.2,618,2,4.2,4.1,0.1
2020,Dalton Schultz,DAL,TE,6.6,3.1,6.7,12.85,63,89,70.79,615,4,4.5,3.5,1
2020,Hunter Henry,LAC,TE,5.2,2.5,8.3,16.38,60,93,64.52,613,4,4.2,3.4,0.8
2020,Damiere Byrd,NE,WR,5.8,3,11.9,30.99,47,77,61.04,604,1,3.5,4.3,-0.8
2020,Danny Amendola,DET,WR,6.7,3.4,8.3,11.52,46,69,66.67,602,0,6.6,5.4,1.2
2020,Laviska Shenault,JAX,WR,7.1,3.3,6.4,10.52,58,79,73.42,600,5,5.2,4.1,1.1
2020,Gabriel Davis,BUF,WR,6.3,3.2,15.9,19.45,35,62,56.45,599,7,3.9,3.7,0.2
2020,Rashard Higgins,CLE,WR,4.8,2.8,14.4,17.81,37,52,71.15,599,4,2.5,2.7,-0.2
2020,Robert Tonyan,GB,TE,6.2,4.2,7.9,11.48,52,59,88.14,586,11,4.5,5.9,-1.4
2020,Hayden Hurst,ATL,TE,6.6,3.4,6.7,10.77,56,88,63.64,571,6,4.8,5.2,-0.4
2020,Mecole Hardman,KC,WR,6.3,3.4,10.6,13.05,41,62,66.13,560,4,7.2,6.4,0.8
2020,Eric Ebron,PIT,TE,6.5,3,7.6,14.62,56,91,61.54,558,5,3.6,3.7,0
2020,Travis Fulgham,PHI,WR,6.1,2.5,13.1,16.8,38,67,56.72,539,4,2.9,2.4,0.5
2020,Dallas Goedert,PHI,TE,6.4,2.9,8.8,10.93,46,65,70.77,524,3,4.5,4.1,0.4
2020,A.J. Green,CIN,WR,5.3,1.7,13.9,30.33,47,104,45.19,523,2,2.1,1.9,0.2
2020,Tyler Higbee,LAR,TE,5.6,3.1,7.6,11.96,44,60,73.33,521,5,5.8,4.2,1.6
2020,Jalen Guyton,LAC,WR,6.2,3.1,16.4,19.19,28,55,50.91,511,3,6.8,5,1.8
2020,Breshad Perriman,NYJ,WR,5.9,2.6,15.6,22.99,30,60,50,505,3,5.7,4.7,0.9
2020,Jared Cook,NO,TE,6.3,2.2,11.7,21.53,37,60,61.67,504,7,3.3,2,1.3
2020,Michael Pittman,IND,WR,6.3,3.2,8.5,13.02,40,61,65.57,503,1,7.1,5.8,1.2
2020,Scott Miller,TB,WR,6.2,3.4,15.3,14.49,33,53,62.26,501,3,3.8,4.1,-0.3
2020,Anthony Miller,CHI,WR,5.5,3,9.6,15.55,49,76,64.47,485,2,3.2,3.8,-0.7
2020,Antonio Brown,TB,WR,6.3,3.2,8.8,9.7,45,62,72.58,483,4,5.7,5.3,0.5
2020,Cam Sims,WAS,WR,7,3.5,10.9,14.56,32,48,66.67,477,1,8.1,6.5,1.6
2020,Chris Conley,JAX,WR,5.7,2.8,10.8,14.16,40,63,63.49,471,2,4.7,3.5,1.2
2020,Demarcus Robinson,KC,WR,6.6,4.2,9.6,11.27,45,59,76.27,466,3,3.9,3.6,0.3
2020,John Brown,BUF,WR,4.7,3.3,12.8,13.18,33,52,63.46,458,3,5.1,3.7,1.3
2020,Jimmy Graham,CHI,TE,5.8,3,7.1,11.47,50,76,65.79,456,8,4.1,4,0.2
2020,Henry Ruggs,LV,WR,7,3.3,16.9,16.76,26,43,60.47,452,2,6,5.8,0.2
2020,Allen Lazard,GB,WR,6.2,3.7,10.2,11.58,33,46,71.74,451,3,6.1,6.5,-0.4
2020,Tre'Quan Smith,NO,WR,6.7,3.5,9.5,14.57,34,50,68,448,4,3.9,2.9,1
2020,Jonnu Smith,TEN,TE,5.7,3.3,5.7,9.42,41,65,63.08,448,8,6.3,4.8,1.4
2020,Randall Cobb,HOU,WR,6.5,2.9,7,7.1,38,48,79.17,441,3,4.7,4.7,0
2020,Dan Arnold,AZ,TE,6.2,3.9,12.6,13.13,31,45,68.89,438,4,5.8,5.4,0.4
2020,Michael Thomas,NO,WR,5.1,2.5,9.6,16.25,40,55,72.73,438,0,2.1,2.4,-0.3
2020,Austin Hooper,CLE,TE,5.3,3,7.1,11.77,46,70,65.71,435,4,3.8,5.3,-1.5
2020,Willie Snead,BAL,WR,6.2,3.2,8.6,11.85,33,48,68.75,432,3,6,4.5,1.5
2020,Sammy Watkins,KC,WR,5.5,3.6,8.1,8.85,37,55,67.27,421,2,4.5,4.9,-0.4
2020,Greg Ward,PHI,WR,5.8,3.5,6.1,9.19,53,79,67.09,419,6,3,3.6,-0.5
2020,David Moore,SEA,WR,6.7,4.1,9.3,9.44,35,47,74.47,417,6,5.2,4.9,0.2
2020,Gerald Everett,LAR,TE,5.7,3.6,6.3,10.25,41,62,66.13,417,1,6,5,1
2020,Larry Fitzgerald,AZ,WR,6.1,3.3,5.9,9.86,54,72,75,409,1,3.6,3.6,-0.1
2020,Jordan Akins,HOU,TE,5.3,3.7,7.8,8.07,37,49,75.51,403,1,4.8,3.6,1.2
2020,Jalen Reagor,PHI,WR,6.5,3.3,13.9,14.36,31,54,57.41,396,1,5.6,5.5,0.1
2020,Braxton Berrios,NYJ,WR,7.1,3.4,7.7,10.43,37,55,67.27,394,3,6.2,5.6,0.6
2020,James Washington,PIT,WR,5.7,2.3,13,15.33,30,56,53.57,392,5,4.6,3.3,1.3
2020,Deebo Samuel,SF,WR,6.9,4.6,2.1,2.46,33,44,75,391,1,12.3,7.8,4.4
2020,Golden Tate,NYG,WR,6.6,2.1,9.1,12.07,35,52,67.31,388,2,2.4,2.6,-0.1
2020,Anthony Firkser,TEN,TE,6.4,2.4,7.2,9.69,39,53,73.58,387,1,3.7,3.1,0.6
2020,K.J. Hamler,DEN,WR,6.1,3.2,11,12.22,30,56,53.57,381,3,4.4,3.6,0.9
2020,Jakeem Grant,MIA,WR,6.6,3.1,10.1,12.86,36,54,66.67,373,1,4.8,3.6,1.2
2020,Irv Smith,MIN,TE,4.7,3,8.3,8.82,30,43,69.77,365,5,4.4,4.1,0.4
2020,Denzel Mims,NYJ,WR,5,2.1,15.1,16.36,23,44,52.27,357,0,5,3.5,1.5
2020,Tyler Eifert,JAX,TE,6.3,2.5,8.5,10.64,36,60,60,349,2,3.2,3,0.2
2020,Drew Sample,CIN,TE,5.9,3.9,4.5,4.95,40,53,75.47,349,1,5.2,4.8,0.4
2020,Zach Ertz,PHI,TE,5.9,3,7.3,10.14,36,72,50,335,1,2.9,3.2,-0.3
2020,Odell Beckham,CLE,WR,5.2,2.6,14.2,14.59,23,43,53.49,319,3,1.8,2.4,-0.6
2020,N'Keal Harry,NE,WR,6,2.9,8.2,15.78,33,57,57.89,309,2,3.3,2.9,0.4
2020,DaeSean Hamilton,DEN,WR,6.1,2.8,13.8,12.05,23,44,52.27,293,2,4,4.2,-0.3
2020,Dawson Knox,BUF,TE,5,4,8.3,7.19,24,44,54.55,288,3,7.2,5.4,1.8
2020,Christopher Herndon,NYJ,TE,6.1,3.6,6.8,7.52,31,45,68.89,287,3,4.5,4.6,0
2020,Isaiah Ford,MIA,WR,5.6,2.8,9.2,9.55,28,44,63.64,276,0,2.9,2.8,0.1
2020,Trey Burton,IND,TE,6.2,3.3,7.5,8.86,28,47,59.57,250,3,3.2,3.3,-0.1
2020,Cole Kmet,CHI,TE,6.4,3.6,6.2,5.76,28,44,63.64,243,2,5.5,5.2,0.3
2020,Jordan Reed,SF,TE,5.5,2.1,8.5,10.33,26,46,56.52,231,4,3.3,2.5,0.7
2019,Michael Thomas,NO,WR,5.2,2.6,8.1,41.34,149,185,80.54,1725,9,4.1,3.4,0.7
2019,Julio Jones,ATL,WR,5.6,2.2,12.3,35.92,99,157,63.06,1394,6,3.7,2.8,0.8
2019,Chris Godwin,TB,WR,6.6,2.8,10.4,19.62,86,121,71.07,1333,9,7.1,4.6,2.4
2019,Travis Kelce,KC,TE,5.4,3.1,9.3,26.99,97,136,71.32,1229,5,4.5,3.8,0.7
2019,DeVante Parker,MIA,WR,5,2.1,13.8,33.12,72,128,56.25,1202,9,4.2,3.5,0.7
2019,Keenan Allen,LAC,WR,5.4,2.7,10,30.38,104,149,69.8,1199,6,3.7,3.6,0.1
2019,Kenny Golladay,DET,WR,5.3,1.9,15.4,33.1,65,116,56.03,1190,11,4.9,4.2,0.7
2019,Amari Cooper,DAL,WR,5.4,2.6,12.8,27.98,79,119,66.39,1189,8,3.3,3.6,-0.4
2019,D.J. Moore,CAR,WR,5.3,2.6,11.1,30.19,87,135,64.44,1175,4,4.8,4,0.8
2019,Jarvis Landry,CLE,WR,5.7,2.6,9.8,29.61,83,138,60.14,1174,6,5.5,3.9,1.7
2019,DeAndre Hopkins,HOU,WR,5,2.7,10.3,33.96,104,150,69.33,1165,7,3.9,4,-0.1
2019,Cooper Kupp,LAR,WR,6.3,3.4,7.2,20.36,94,134,70.15,1161,10,6,4.7,1.2
2019,Mike Evans,TB,WR,5.3,2.4,15.3,28.24,67,118,56.78,1157,8,4.3,4,0.3
2019,Allen Robinson,CHI,WR,5.1,2.2,11.1,38.41,98,154,63.64,1147,7,3.1,3.3,-0.2
2019,Darren Waller,LV,TE,5.4,3.1,7.2,25.96,90,117,76.92,1145,3,6.9,5.6,1.3
2019,Robert Woods,LAR,WR,7.3,3.4,8.1,23.69,90,139,64.75,1134,2,6.7,5.6,1.1
2019,Stefon Diggs,MIN,WR,4.6,2.5,14.9,39.78,63,94,67.02,1126,6,5.1,4.2,0.9
2019,Julian Edelman,NE,WR,5.7,2.8,9.2,31.78,100,153,65.36,1117,6,3.5,3.9,-0.3
2019,Courtland Sutton,DEN,WR,5.1,2.5,11.8,42.93,72,124,58.06,1112,6,5.2,3.7,1.5
2019,Michael Gallup,DAL,WR,5.6,2.2,12.6,26.07,66,113,58.41,1107,6,5.4,3.8,1.5
2019,John Brown,BUF,WR,4.6,2.4,14.2,36.14,72,115,62.61,1060,6,3.1,3,0.1
2019,Tyler Lockett,SEA,WR,6.3,3.2,12.8,30.09,82,110,74.55,1057,8,4,4.7,-0.7
2019,George Kittle,SF,TE,5.2,3.3,5.7,20.19,85,107,79.44,1053,5,7.5,5.8,1.7
2019,A.J. Brown,TEN,WR,5,2.2,13.4,29.8,52,84,61.9,1051,8,8.8,4.1,4.7
2019,Tyler Boyd,CIN,WR,5.5,2.6,9.2,28.46,90,148,60.81,1046,5,4.2,3.8,0.4
2019,Odell Beckham,CLE,WR,5.5,2.6,13.3,38.59,74,133,55.64,1035,4,4.6,3.8,0.8
2019,D.J. Chark,JAX,WR,6.5,2.8,11.9,32.7,73,118,61.86,1008,8,4.4,3.8,0.6
2019,Mike Williams,LAC,WR,5.2,2,17.4,31.76,49,90,54.44,1001,2,4.8,3.4,1.3
2019,Davante Adams,GB,WR,5.6,3.2,10,26.29,83,127,65.35,997,5,5,4.3,0.7
2019,Terry McLaurin,WAS,WR,5.2,2.1,14.1,37.09,58,93,62.37,919,7,3.9,2.6,1.3
2019,Zach Ertz,PHI,TE,5.9,2.7,8.7,24.04,88,135,65.19,916,6,3.2,3.2,0.1
2019,D.K. Metcalf,SEA,WR,4.9,2.5,13.4,28.51,58,100,58,900,7,5,3.4,1.6
2019,Emmanuel Sanders,SF,WR,5.1,2.5,10.9,34.57,66,97,68.04,869,5,3.8,3.9,-0.1
2019,Calvin Ridley,ATL,WR,7.4,2.9,13.5,23.32,63,93,67.74,866,7,2.3,2.6,-0.2
2019,Tyreek Hill,KC,WR,5.9,3.2,12.6,23.86,58,89,65.17,860,7,4.9,4.2,0.7
2019,Mark Andrews,BAL,TE,6.1,3,10.8,28.69,63,97,64.95,854,10,4.9,4.3,0.6
2019,Jamison Crowder,NYJ,WR,6,3,7.9,24.13,78,122,63.93,833,6,4.7,3.9,0.8
2019,Randall Cobb,DAL,WR,6.2,3,9.5,14.48,55,83,66.27,828,3,6.2,4.9,1.3
2019,Larry Fitzgerald,AZ,WR,6.2,3,7.5,21.62,75,109,68.81,804,4,5.1,4.5,0.6
2019,Deebo Samuel,SF,WR,5.8,3.2,7.8,20.83,57,81,70.37,802,3,8.5,7.1,1.4
2019,Austin Hooper,ATL,TE,5.7,3.5,6.8,12.31,75,97,77.32,787,6,4.5,4.2,0.4
2019,Marvin Jones,DET,WR,6.5,2.1,13.2,22.17,62,91,68.13,779,9,2.2,2.3,-0.1
2019,Robby Anderson,NYJ,WR,4.3,2.2,15.3,36.73,52,96,54.17,779,5,3.8,3.5,0.3
2019,Cole Beasley,BUF,WR,6.1,3.2,7.6,17.92,67,106,63.21,778,6,5.3,4.8,0.5
2019,Chris Conley,JAX,WR,5,2.3,14.3,29.96,47,90,52.22,775,5,5.4,3.9,1.5
2019,Darius Slayton,NYG,WR,4.8,2.2,14.5,25.01,48,84,57.14,740,8,4,3.2,0.8
2019,James Washington,PIT,WR,6.2,2.5,15.6,33.03,44,80,55,735,3,4.8,3.5,1.3
2019,Tyler Higbee,LAR,TE,6,3.7,6.5,12.12,69,89,77.53,734,3,6.1,5.8,0.3
2019,Christian Kirk,AZ,WR,6,3.5,9.5,27.13,68,108,62.96,709,3,4.4,4.5,-0.1
2019,Jared Cook,NO,TE,4.9,2.3,10.9,19.39,43,65,66.15,705,9,6.1,4.1,2
2019,Diontae Johnson,PIT,WR,6.1,3.6,9,21.87,59,92,64.13,680,5,5.1,4.6,0.4
2019,Danny Amendola,DET,WR,6.3,3,8.9,15.92,62,97,63.92,678,1,3.6,3.9,-0.2
2019,Sammy Watkins,KC,WR,5.3,2.9,9.6,18.51,52,90,57.78,673,3,5.9,5.3,0.5
2019,Golden Tate,NYG,WR,5.7,2.2,9.5,16.59,49,85,57.65,670,6,6.1,3.4,2.7
2019,Will Fuller,HOU,WR,5.5,3,14,21.93,49,71,69.01,670,3,4.8,4.7,0.2
2019,Dede Westbrook,JAX,WR,6.2,3.2,7,16.38,66,101,65.35,660,3,4.9,4.8,0.1
2019,Anthony Miller,CHI,WR,5.7,3.1,10.3,19.78,52,85,61.18,656,2,4.4,4.5,-0.1
2019,Hunter Henry,LAC,TE,5.5,2.6,10.2,15.78,55,76,72.37,652,5,3.3,3.4,-0.1
2019,Tyrell Williams,LV,WR,5,2.6,13.5,26.57,42,64,65.63,651,6,5,4.5,0.5
2019,Breshad Perriman,TB,WR,5.9,2.6,16.1,17.38,36,69,52.17,645,6,4.2,4.9,-0.7
2019,Curtis Samuel,CAR,WR,5.8,2.6,14.5,30.58,54,105,51.43,627,6,2.9,3,0
2019,Zach Pascal,IND,WR,5.7,2.8,11.5,21.12,41,72,56.94,607,5,5.9,5.3,0.6
2019,Dallas Goedert,PHI,TE,5.6,3,5.8,10.24,58,86,67.44,607,5,6.2,5.2,1
2019,Hunter Renfrow,LV,WR,6.5,3.5,6.6,14.39,49,71,69.01,605,4,6.8,4.8,2
2019,Corey Davis,TEN,WR,7.2,2.7,12.3,22.32,43,69,62.32,601,2,4.9,3.3,1.6
2019,Greg Olsen,CAR,TE,5.2,2.8,8.8,14.42,52,82,63.41,597,2,4.4,4.7,-0.2
2019,Marquise Brown,BAL,WR,6.4,3,10.9,21.07,46,71,64.79,584,7,5.4,4.8,0.6
2019,Brandin Cooks,LAR,WR,6.2,3.1,13.8,20.97,42,72,58.33,583,2,4.1,3.6,0.4
2019,Sterling Shepard,NYG,WR,5.7,3.1,9.9,16.91,57,83,68.67,576,3,3.3,3.2,0.1
2019,Auden Tate,CIN,WR,5.8,2.3,11.7,19.67,40,80,50,575,1,4,2.9,1.1
2019,Mike Gesicki,MIA,TE,5.8,2.6,10.4,17.33,51,89,57.3,570,5,3.9,4,0
2019,Noah Fant,DEN,TE,5.5,2.7,7.8,15.18,40,66,60.61,562,3,8.5,6.2,2.3
2019,Kenny Stills,HOU,WR,6.3,2.7,10.7,12.93,40,55,72.73,561,4,3.7,4.5,-0.8
2019,JuJu Smith-Schuster,PIT,WR,4.9,2.4,9.6,17.74,42,70,60,552,3,6,4.3,1.7
2019,Alex Erickson,CIN,WR,6.6,2.7,8.8,14.41,43,78,55.13,529,0,5.6,4,1.6
2019,Jason Witten,DAL,TE,5.7,3.3,6.5,9.92,63,83,75.9,529,4,2.8,2.8,0
2019,Mohamed Sanu,NE,WR,5.2,3.1,7.6,12.52,59,89,66.29,520,2,3.3,3.6,-0.4
2019,John Ross,CIN,WR,5.8,2.9,14.9,17.56,28,56,50,506,3,7.4,5.6,1.9
2019,T.Y. Hilton,IND,WR,6.1,3,10.2,17.61,45,68,66.18,501,5,4.8,3.9,0.9
2019,Alshon Jeffery,PHI,WR,4.8,2.5,11.2,16.78,43,73,58.9,490,4,3.1,3.4,-0.3
2019,Allen Lazard,GB,WR,6.4,2.9,13.8,14.81,35,52,67.31,477,3,4.1,4.3,-0.2
2019,Evan Engram,NYG,TE,5.9,3.1,6,8.36,44,68,64.71,467,3,6,4.4,1.6
2019,O.J. Howard,TB,TE,5,2.5,9.4,7.82,34,53,64.15,459,1,5,4.2,0.8
2019,Marquez Valdes-Scantling,GB,WR,5.7,2.6,16.6,19.27,26,56,46.43,452,2,5.9,3.9,2
2019,Demarcus Robinson,KC,WR,5.4,3.1,13.4,15.66,32,55,58.18,449,4,3.4,3.5,-0.1
2019,Jack Doyle,IND,TE,5.4,3.5,7.1,13.02,43,72,59.72,448,4,5.4,5.3,0
2019,Jimmy Graham,GB,TE,5.6,3.9,9.2,11.45,38,60,63.33,447,3,6.8,6.2,0.6
2019,Russell Gage,ATL,WR,5.8,3.2,7.1,9.73,49,74,66.22,446,1,3.5,3.4,0.1
2019,Jonnu Smith,TEN,TE,5.9,3.7,4.8,5.62,35,44,79.55,439,3,8.4,4.6,3.8
2019,Tyler Eifert,CIN,TE,5.4,2.4,8.4,11.16,43,63,68.25,436,3,2.9,2.7,0.2
2019,Demaryius Thomas,NYJ,WR,5.8,2.5,9.9,14.32,36,58,62.07,433,1,5.1,4.5,0.6
2019,Preston Williams,MIA,WR,4.5,2.1,14.3,16.17,32,60,53.33,428,3,2.4,2.5,-0.1
2019,Josh Gordon,SEA,WR,5.4,2.4,11.4,11.41,27,47,57.45,426,1,6,5.5,0.5
2019,Ted Ginn,NO,WR,7,2.8,16.1,24.8,30,56,53.57,421,2,1.5,1.9,-0.3
2019,Adam Thielen,MIN,WR,6.4,3,12.7,17.33,30,48,62.5,418,6,4.2,3.6,0.5
2019,Jordan Akins,HOU,TE,5.8,3.4,7.2,8.71,36,55,65.45,418,2,7.1,5.2,1.9
2019,Allen Hurns,MIA,WR,6.3,3,11,9.71,32,47,68.09,416,2,3.5,4,-0.5
2019,Gerald Everett,LAR,TE,5.1,3,8.4,10.6,37,60,61.67,408,2,5,4.1,0.9
2019,Phillip Dorsett,NE,WR,5.3,2.9,13.9,16.98,29,54,53.7,397,5,3.2,4,-0.9
2019,Dawson Knox,BUF,TE,4.5,2.8,9.5,10.52,28,50,56,388,2,5.6,4.6,1
2019,Eric Ebron,IND,TE,5.8,3.2,9.4,12.38,31,52,59.62,375,3,5.4,4.4,1.1
2019,Adam Humphries,TEN,WR,5.5,2.9,7.2,8.93,37,47,78.72,374,2,3.5,3.8,-0.4
2019,T.J. Hockenson,DET,TE,5.8,2.3,8,8.7,32,59,54.24,367,2,6.4,5.6,0.8
2019,Kyle Rudolph,MIN,TE,5.6,3.4,7.1,9.66,39,48,81.25,367,6,5.2,4.6,0.5
2019,Kelvin Harmon,WAS,WR,6.4,2.4,11.4,14.09,30,44,68.18,365,0,3.4,2.8,0.6
2019,Nelson Agholor,PHI,WR,5.9,3.4,10.8,15.28,39,69,56.52,363,3,3.9,3.7,0.2
2019,Damiere Byrd,AZ,WR,5.7,3.2,9.7,11.84,32,46,69.57,359,1,4.9,3.9,1
2019,Kendrick Bourne,SF,WR,5.9,2.9,8.7,12.54,30,44,68.18,358,5,4.1,3.3,0.8
2019,Taylor Gabriel,CHI,WR,6,3.1,11.5,12.48,29,48,60.42,353,4,2.9,3.2,-0.3
2019,Albert Wilson,MIA,WR,6.9,3.5,5.2,6.02,43,62,69.35,351,1,4.3,4.3,0
2019,Jacob Hollister,SEA,TE,6.8,3.5,5.8,7.3,41,59,69.49,349,3,4.4,4.3,0.1
2019,Darren Fells,HOU,TE,5.1,2.9,5.5,5.77,34,48,70.83,341,7,5.3,4.3,1
2019,Willie Snead,BAL,WR,5.5,3,8.5,10.72,31,46,67.39,339,5,4.7,2.6,2.1
2019,Josh Reynolds,LAR,WR,6.3,2.7,11.3,10.18,21,43,48.84,326,1,6.9,5.3,1.6
2019,Nick Boyle,BAL,TE,6.2,3.6,5.9,6.91,31,43,72.09,321,2,5.2,5.1,0.1
2019,Cameron Brate,TB,TE,5.4,2.6,7.2,6.16,36,55,65.45,311,4,2.8,2.2,0.6
2019,Irv Smith,MIN,TE,5.4,3,6.1,8.09,36,47,76.6,311,2,3.9,3.6,0.3
2019,Steven Sims,WAS,WR,6.7,3.2,7.3,11.6,34,56,60.71,310,4,5,4.4,0.6
2019,DaeSean Hamilton,DEN,WR,5.3,3.3,8.6,13.06,28,52,53.85,297,1,4.6,4.4,0.2
2019,Jarius Wright,CAR,WR,6.5,3,10.6,12.33,28,58,48.28,296,0,3.4,4,-0.6
2019,Bisi Johnson,MIN,WR,6.5,2.5,10.6,13.56,31,45,68.89,294,3,2,2.4,-0.4
2019,Geronimo Allison,GB,WR,5.7,3.3,8.1,9.25,34,55,61.82,287,2,3.7,3.5,0.1
2019,Vance McDonald,PIT,TE,5.2,3.8,4.6,6.75,38,55,69.09,273,3,4.7,3.9,0.9
2019,Zay Jones,LV,WR,5.9,3,11.2,15.51,27,45,60,216,0,2.9,3.1,-0.2
2019,Trey Quinn,WAS,WR,6.6,2.6,7.1,9.41,26,47,55.32,198,1,2.5,3.1,-0.5
2018,Julio Jones,ATL,WR,5.7,2.5,14,45.64,113,170,66.47,1677,8,4.2,3.2,1
2018,DeAndre Hopkins,HOU,WR,4.9,2.5,11.9,44.04,115,163,70.55,1572,11,3.7,3.6,0
2018,Mike Evans,TB,WR,5.7,2.1,15.7,32.78,86,138,62.32,1524,8,3.8,3,0.7
2018,Tyreek Hill,KC,WR,5.9,3.1,14.8,38.43,87,137,63.5,1479,12,6.4,4.8,1.5
2018,Michael Thomas,NO,WR,4.6,2.7,7.7,30.27,125,147,85.03,1405,9,4.1,3.2,0.8
2018,Davante Adams,GB,WR,4.8,3,11.3,33.97,111,169,65.68,1386,13,4.6,4.2,0.5
2018,JuJu Smith-Schuster,PIT,WR,5.3,3,8.7,27.6,111,166,66.87,1383,7,6.1,4.8,1.3
2018,George Kittle,SF,TE,5.4,3.3,7.3,25.48,88,136,64.71,1377,5,10.2,7.3,2.9
2018,Adam Thielen,MIN,WR,5.8,2.9,9.6,32.75,113,153,73.86,1373,9,3.9,3.4,0.4
2018,Travis Kelce,KC,TE,5.6,2.9,8.9,25.31,103,150,68.67,1336,10,5.8,4.6,1.2
2018,Antonio Brown,PIT,WR,5,2.6,11.2,36.07,104,168,61.9,1297,15,5,4.1,1
2018,T.Y. Hilton,IND,WR,5.9,2.3,11.3,27.56,76,120,63.33,1270,6,6.2,5.4,0.8
2018,Robert Woods,LAR,WR,6.4,3,11.3,29.86,86,130,66.15,1219,6,5.3,4.8,0.5
2018,Brandin Cooks,LAR,WR,5.7,2.7,12.9,30.74,80,117,68.38,1204,5,4.5,4.5,0
2018,Keenan Allen,LAC,WR,5.3,2.7,8.8,29.75,97,136,71.32,1196,6,4.4,4.5,-0.1
2018,Zach Ertz,PHI,TE,6.1,3.2,7.3,25.8,116,156,74.36,1163,8,3.3,3.8,-0.4
2018,Kenny Golladay,DET,WR,4.9,2.3,12.6,37.51,70,119,58.82,1063,5,5.4,4,1.4
2018,Odell Beckham,NYG,WR,6.2,3,11.5,33.3,77,124,62.1,1052,6,4.5,4.4,0.1
2018,Tyler Boyd,CIN,WR,5.6,2.9,9.4,22.93,76,108,70.37,1028,7,5.8,5,0.8
2018,Stefon Diggs,MIN,WR,5.9,2.7,8.9,29.54,102,149,68.46,1021,9,4.3,3.7,0.7
2018,Amari Cooper,DAL,WR,6,2.9,9.9,28.86,75,107,70.09,1005,7,5.7,3.8,2
2018,Jarvis Landry,CLE,WR,5.7,3.3,10.8,30.45,81,149,54.36,976,4,3.8,3.6,0.3
